,AP_NAME,Airport,Arrival Cancellations,Arrival Diversions,Departure Cancellations,Departure Diversions,Latitude,Longitude,average airborne delay,average airport departure delay,average block delay,average gate arrival delay,average taxi in delay,average taxi out delay,average_gate_departure_delay,average_taxi_out_time,percent on-time airport departures,percent on-time gate arrivals,percent on-time gate departures
431,LAMBERT-ST LOUIS INTL,STL,708.0,114.0,765.0,116.0,38.748697,-90.370029,1.59,14.81,2.36,12.62,0.89,2.04,13.24,10.61,0.7416,0.7805,0.7694
432,LAMBERT-ST LOUIS INTL,STL,477.0,100.0,502.0,107.0,38.748697,-90.370029,2.03,12.41,2.3,10.68,1.27,1.89,11.03,10.61,0.7851,0.816,0.8094
433,LAMBERT-ST LOUIS INTL,STL,1135.0,150.0,1238.0,140.0,38.748697,-90.370029,2.41,13.86,2.79,12.15,1.38,1.95,12.52,10.74,0.7623,0.7897,0.7855
434,LAMBERT-ST LOUIS INTL,STL,700.0,85.0,715.0,129.0,38.748697,-90.370029,2.78,13.33,2.5,11.6,1.28,1.89,12.16,10.84,0.7635,0.7952,0.7849
435,LAMBERT-ST LOUIS INTL,STL,642.0,83.0,695.0,113.0,38.748697,-90.370029,3.29,11.93,2.25,10.54,0.78,1.76,10.74,11.0,0.7976,0.8168,0.8163
436,LAMBERT-ST LOUIS INTL,STL,1244.0,165.0,1316.0,162.0,38.748697,-90.370029,3.95,15.22,2.92,13.86,1.15,2.19,13.73,11.4,0.7515,0.7758,0.7737
437,LAMBERT-ST LOUIS INTL,STL,1256.0,144.0,1292.0,138.0,38.748697,-90.370029,3.66,15.77,2.69,14.37,1.18,2.15,14.26,11.45,0.7371,0.7604,0.761
438,LAMBERT-ST LOUIS INTL,STL,940.0,119.0,994.0,158.0,38.748697,-90.370029,3.03,13.03,2.25,11.43,0.79,2.06,11.71,11.49,0.7746,0.8061,0.794
439,LAMBERT-ST LOUIS INTL,STL,756.0,116.0,790.0,136.0,38.748697,-90.370029,3.6,12.15,2.09,10.72,1.31,2.68,10.41,11.69,0.7915,0.8193,0.8164
440,LAMBERT-ST LOUIS INTL,STL,805.0,135.0,832.0,119.0,38.748697,-90.370029,3.93,10.94,2.06,9.76,0.53,1.67,10.0,11.42,0.8126,0.8263,0.8232
441,RONALD REAGAN WASHINGTON NATIONAL,DCA,2167.0,175.0,2269.0,130.0,38.851916,-77.037699,3.35,17.56,2.63,11.39,1.45,4.58,13.55,16.59,0.6936,0.8132,0.7807
442,RONALD REAGAN WASHINGTON NATIONAL,DCA,1621.0,169.0,1711.0,148.0,38.851916,-77.037699,3.39,17.0,2.63,11.38,1.19,4.67,13.01,16.51,0.7158,0.8199,0.7975
443,RONALD REAGAN WASHINGTON NATIONAL,DCA,1690.0,189.0,1766.0,125.0,38.851916,-77.037699,3.45,15.28,2.55,10.64,1.07,3.86,12.2,15.67,0.7397,0.8295,0.8058
444,RONALD REAGAN WASHINGTON NATIONAL,DCA,2367.0,285.0,2496.0,151.0,38.851916,-77.037699,4.13,16.51,3.09,12.11,1.28,4.3,13.12,16.11,0.7353,0.8045,0.7982
445,RONALD REAGAN WASHINGTON NATIONAL,DCA,3132.0,168.0,3253.0,155.0,38.851916,-77.037699,3.67,13.92,2.84,10.09,1.44,4.36,10.64,15.67,0.7749,0.8347,0.8385
446,RONALD REAGAN WASHINGTON NATIONAL,DCA,1817.0,237.0,1941.0,159.0,38.851916,-77.037699,3.6,14.43,2.96,10.12,1.23,4.95,10.56,15.83,0.7676,0.8315,0.8398
447,RONALD REAGAN WASHINGTON NATIONAL,DCA,2623.0,136.0,2735.0,191.0,38.851916,-77.037699,4.22,15.69,3.12,11.25,1.29,4.98,11.67,15.81,0.7474,0.8126,0.8213
448,RONALD REAGAN WASHINGTON NATIONAL,DCA,3119.0,212.0,3282.0,212.0,38.851916,-77.037699,2.87,19.45,4.05,14.57,1.76,5.75,14.71,16.21,0.6801,0.7575,0.7665
449,RONALD REAGAN WASHINGTON NATIONAL,DCA,2411.0,298.0,2495.0,182.0,38.851916,-77.037699,3.73,16.15,3.86,12.32,1.53,5.4,11.95,15.49,0.7245,0.7912,0.8014
450,RONALD REAGAN WASHINGTON NATIONAL,DCA,2743.0,262.0,2855.0,191.0,38.851916,-77.037699,4.32,15.24,3.43,11.12,1.74,5.13,11.48,14.62,0.7483,0.812,0.8128
451,RONALD REAGAN WASHINGTON NATIONAL,DCA,2159.0,190.0,2349.0,164.0,38.851916,-77.037699,4.07,12.8,3.09,10.02,1.06,3.97,10.11,14.0,0.7812,0.8254,0.8238
452,WASHINGTON DULLES INTL,IAD,2035.0,121.0,2032.0,130.0,38.947444,-77.459944,2.78,23.11,3.05,17.66,1.49,3.85,19.34,15.94,0.6266,0.723,0.6957
453,WASHINGTON DULLES INTL,IAD,1770.0,122.0,1700.0,159.0,38.947444,-77.459944,2.44,21.13,2.76,15.92,1.49,4.42,17.29,16.28,0.6559,0.7421,0.7262
454,WASHINGTON DULLES INTL,IAD,1740.0,135.0,1698.0,169.0,38.947444,-77.459944,2.48,19.45,2.49,14.45,1.37,3.77,16.25,15.66,0.6805,0.7634,0.7412
455,WASHINGTON DULLES INTL,IAD,1842.0,177.0,1804.0,186.0,38.947444,-77.459944,3.03,20.01,3.34,15.34,1.59,4.04,16.59,16.04,0.6884,0.7527,0.7477
456,WASHINGTON DULLES INTL,IAD,2076.0,181.0,2020.0,193.0,38.947444,-77.459944,3.02,17.29,2.71,13.36,1.38,3.72,14.33,16.0,0.7211,0.7804,0.7742
457,WASHINGTON DULLES INTL,IAD,1317.0,122.0,1315.0,181.0,38.947444,-77.459944,3.8,17.53,2.74,12.74,1.49,3.78,14.57,16.72,0.7197,0.7876,0.7718
458,WASHINGTON DULLES INTL,IAD,2210.0,150.0,2077.0,189.0,38.947444,-77.459944,4.19,22.68,3.11,17.04,1.35,4.99,18.33,17.92,0.6368,0.7327,0.7155
459,WASHINGTON DULLES INTL,IAD,3116.0,168.0,2920.0,180.0,38.947444,-77.459944,4.73,22.55,3.67,17.52,1.83,5.34,17.92,18.06,0.6361,0.7193,0.7147
460,WASHINGTON DULLES INTL,IAD,2422.0,226.0,2232.0,238.0,38.947444,-77.459944,4.36,19.91,3.28,15.84,1.93,4.23,16.89,17.16,0.6822,0.7441,0.7311
461,WASHINGTON DULLES INTL,IAD,2604.0,140.0,2452.0,182.0,38.947444,-77.459944,4.38,19.41,3.57,14.15,1.75,5.8,15.07,18.64,0.6573,0.7632,0.7425
462,WASHINGTON DULLES INTL,IAD,3197.0,260.0,2856.0,271.0,38.947444,-77.459944,5.05,21.45,3.79,15.09,1.28,7.17,15.71,18.82,0.6179,0.7484,0.7261
463,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,592.0,35.0,670.0,47.0,39.048837,-84.667822,1.59,16.33,2.7,13.26,1.41,2.08,14.96,13.28,0.7332,0.7822,0.7589
464,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,921.0,42.0,965.0,76.0,39.048837,-84.667822,1.89,16.31,2.54,12.61,0.77,3.3,13.96,14.7,0.7423,0.804,0.7831
465,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,456.0,39.0,495.0,70.0,39.048837,-84.667822,1.51,12.68,1.76,10.05,1.02,1.71,11.65,13.34,0.7951,0.8321,0.8139
466,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,623.0,60.0,667.0,62.0,39.048837,-84.667822,1.55,13.75,2.12,10.95,1.37,1.93,12.39,13.84,0.7752,0.8142,0.8014
467,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,1111.0,103.0,943.0,127.0,39.048837,-84.667822,2.36,14.74,2.76,11.65,2.48,3.57,11.85,15.57,0.7496,0.8054,0.8015
468,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,1249.0,99.0,1056.0,171.0,39.048837,-84.667822,3.45,13.02,2.4,9.51,1.92,3.66,10.01,15.68,0.7778,0.8433,0.8287
469,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,2144.0,158.0,1853.0,205.0,39.048837,-84.667822,3.71,15.23,3.06,11.79,1.43,4.72,11.15,16.36,0.7372,0.8107,0.8117
470,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,2908.0,153.0,2415.0,249.0,39.048837,-84.667822,3.94,16.04,3.31,12.69,1.41,4.9,11.75,15.69,0.7165,0.7908,0.7968
471,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,2359.0,236.0,1816.0,296.0,39.048837,-84.667822,4.32,11.45,2.88,9.77,1.09,3.65,8.55,14.61,0.7892,0.8319,0.844
472,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,5803.0,256.0,4606.0,350.0,39.048837,-84.667822,4.54,12.78,2.8,9.86,1.52,4.64,8.84,15.77,0.7663,0.8276,0.8382
473,CINCINNATI/NORTHERN KENTUCKY INTL,CVG,7136.0,320.0,5656.0,319.0,39.048837,-84.667822,5.43,14.13,3.13,10.98,0.71,3.98,10.71,15.74,0.7481,0.8077,0.8091
474,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1549.0,181.0,1588.0,213.0,39.175361,-76.668333,3.27,19.4,2.75,13.73,1.74,3.97,16.1,13.34,0.6517,0.7672,0.7159
475,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,878.0,208.0,954.0,145.0,39.175361,-76.668333,2.28,18.53,2.84,12.83,2.05,3.92,15.23,13.1,0.6674,0.7756,0.7305
476,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1400.0,296.0,1511.0,151.0,39.175361,-76.668333,2.55,15.78,2.83,11.56,1.69,3.46,13.02,12.65,0.7216,0.8055,0.7756
477,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1418.0,310.0,1567.0,177.0,39.175361,-76.668333,2.75,16.31,2.77,11.92,1.54,3.35,13.55,12.53,0.7239,0.8038,0.773
478,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,2180.0,229.0,2282.0,203.0,39.175361,-76.668333,3.1,15.8,2.83,11.51,1.66,3.39,13.1,12.52,0.7112,0.7952,0.7613
479,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,970.0,172.0,1042.0,206.0,39.175361,-76.668333,3.06,15.24,2.69,10.74,1.43,3.82,12.09,12.82,0.7335,0.8134,0.7886
480,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,964.0,128.0,1002.0,206.0,39.175361,-76.668333,3.37,15.53,2.88,13.23,1.22,2.97,13.24,12.0,0.7467,0.7824,0.7833
481,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1614.0,162.0,1759.0,154.0,39.175361,-76.668333,3.83,17.67,3.21,14.58,1.41,3.59,14.67,12.5,0.702,0.7493,0.748
482,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1057.0,172.0,1127.0,165.0,39.175361,-76.668333,4.14,15.8,2.69,13.13,0.92,3.17,13.35,11.98,0.7255,0.7703,0.7608
483,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1313.0,150.0,1407.0,153.0,39.175361,-76.668333,4.33,15.28,2.76,12.66,1.11,3.39,12.58,12.05,0.7354,0.7787,0.7682
484,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,BWI,1093.0,176.0,1186.0,162.0,39.175361,-76.668333,4.65,14.07,2.99,12.14,1.06,3.14,11.53,12.09,0.7491,0.7853,0.781
485,KANSAS CITY INTL,MCI,799.0,83.0,824.0,129.0,39.297605,-94.713906,2.17,15.73,2.72,15.21,1.04,2.36,14.14,11.26,0.7443,0.7472,0.7732
486,KANSAS CITY INTL,MCI,771.0,83.0,871.0,103.0,39.297605,-94.713906,1.79,14.59,2.59,14.05,1.07,2.84,12.69,11.61,0.7622,0.7621,0.795
487,KANSAS CITY INTL,MCI,434.0,103.0,497.0,83.0,39.297605,-94.713906,1.78,11.82,1.91,11.22,0.89,1.89,10.81,10.89,0.8145,0.8101,0.8309
488,KANSAS CITY INTL,MCI,755.0,139.0,818.0,120.0,39.297605,-94.713906,2.56,13.89,2.6,12.63,0.96,2.21,12.58,11.28,0.7767,0.7844,0.7992
489,KANSAS CITY INTL,MCI,605.0,186.0,654.0,133.0,39.297605,-94.713906,2.76,12.81,2.56,11.46,1.06,2.42,11.24,11.46,0.7874,0.7975,0.8147
490,KANSAS CITY INTL,MCI,453.0,133.0,538.0,102.0,39.297605,-94.713906,2.76,12.56,2.98,11.54,1.19,2.8,10.61,11.89,0.7994,0.793,0.8298
491,KANSAS CITY INTL,MCI,768.0,122.0,841.0,158.0,39.297605,-94.713906,2.69,14.56,3.62,14.31,1.04,2.44,12.93,11.57,0.7669,0.7476,0.7933
492,KANSAS CITY INTL,MCI,1006.0,151.0,1147.0,162.0,39.297605,-94.713906,2.97,15.54,3.85,15.03,1.31,3.08,13.22,11.97,0.7447,0.7376,0.7823
493,KANSAS CITY INTL,MCI,474.0,70.0,544.0,122.0,39.297605,-94.713906,2.72,13.53,3.43,14.09,0.98,2.34,11.99,10.99,0.7765,0.7451,0.7984
494,KANSAS CITY INTL,MCI,602.0,137.0,688.0,100.0,39.297605,-94.713906,2.82,12.64,2.91,13.16,0.99,2.65,10.72,11.06,0.7882,0.7634,0.8126
495,KANSAS CITY INTL,MCI,576.0,98.0,670.0,121.0,39.297605,-94.713906,3.05,11.96,3.13,12.41,0.84,2.74,10.05,11.1,0.7974,0.775,0.8214
496,INDIANAPOLIS INTL,IND,680.0,68.0,786.0,66.0,39.717299,-86.294661,2.06,17.63,3.07,14.49,1.18,2.5,15.78,12.8,0.6907,0.7524,0.7231
497,INDIANAPOLIS INTL,IND,376.0,49.0,434.0,82.0,39.717299,-86.294661,2.04,16.18,2.84,13.29,1.02,2.78,13.89,12.77,0.7252,0.7706,0.7664
498,INDIANAPOLIS INTL,IND,251.0,48.0,296.0,63.0,39.717299,-86.294661,2.16,12.52,2.46,10.92,0.81,1.86,11.2,12.05,0.7831,0.8027,0.8098
499,INDIANAPOLIS INTL,IND,524.0,68.0,598.0,64.0,39.717299,-86.294661,2.63,13.93,2.89,12.35,0.78,2.02,12.53,12.19,0.7603,0.784,0.7856
500,INDIANAPOLIS INTL,IND,560.0,60.0,622.0,103.0,39.717299,-86.294661,2.85,14.12,3.0,11.43,0.46,3.05,11.77,13.16,0.7501,0.7974,0.7958
501,INDIANAPOLIS INTL,IND,490.0,70.0,520.0,97.0,39.717299,-86.294661,2.92,12.95,2.99,10.27,0.46,2.67,10.92,13.12,0.7832,0.8183,0.8193
502,INDIANAPOLIS INTL,IND,708.0,69.0,749.0,102.0,39.717299,-86.294661,3.19,14.85,3.95,13.51,1.33,3.49,12.14,14.14,0.7502,0.7633,0.7975
503,INDIANAPOLIS INTL,IND,945.0,54.0,991.0,131.0,39.717299,-86.294661,3.27,16.55,5.08,16.83,2.34,3.69,13.65,14.19,0.7229,0.708,0.7714
504,INDIANAPOLIS INTL,IND,359.0,53.0,387.0,125.0,39.717299,-86.294661,2.95,14.74,4.71,14.4,1.64,3.18,12.62,13.39,0.7396,0.7379,0.7781
505,INDIANAPOLIS INTL,IND,572.0,49.0,608.0,103.0,39.717299,-86.294661,3.12,15.64,5.02,14.75,1.74,3.57,13.27,13.21,0.7179,0.737,0.7605
506,INDIANAPOLIS INTL,IND,480.0,26.0,509.0,63.0,39.717299,-86.294661,2.97,14.49,4.43,13.98,1.35,3.18,12.28,12.98,0.7424,0.7445,0.7792
507,DENVER INTL,DEN,3475.0,772.0,3140.0,496.0,39.861667,-104.673167,2.86,20.28,3.84,15.16,1.98,4.36,16.64,15.0,0.6482,0.7582,0.7168
508,DENVER INTL,DEN,2898.0,727.0,2694.0,461.0,39.861667,-104.673167,2.3,20.01,3.87,14.92,2.45,4.34,16.43,14.76,0.6542,0.7532,0.72
509,DENVER INTL,DEN,2228.0,314.0,2000.0,495.0,39.861667,-104.673167,2.9,15.48,2.68,10.88,2.06,3.32,12.86,13.55,0.7232,0.8112,0.7748
510,DENVER INTL,DEN,3104.0,648.0,2921.0,539.0,39.861667,-104.673167,3.73,15.43,3.07,10.84,2.02,3.71,12.48,14.01,0.7313,0.8149,0.7833
511,DENVER INTL,DEN,2730.0,686.0,2457.0,572.0,39.861667,-104.673167,4.23,14.14,2.99,10.58,2.06,3.47,11.42,14.34,0.7447,0.8219,0.7968
512,DENVER INTL,DEN,2978.0,564.0,2779.0,522.0,39.861667,-104.673167,4.87,16.1,3.91,11.54,2.05,4.43,12.54,15.54,0.7174,0.7976,0.7815
513,DENVER INTL,DEN,2984.0,384.0,2725.0,527.0,39.861667,-104.673167,4.79,16.56,4.3,13.29,2.22,4.6,12.84,15.65,0.7023,0.7658,0.7753
514,DENVER INTL,DEN,4134.0,282.0,3805.0,456.0,39.861667,-104.673167,4.48,18.54,4.64,14.34,2.44,5.46,14.11,15.94,0.6819,0.7544,0.7614
515,DENVER INTL,DEN,4621.0,278.0,4413.0,425.0,39.861667,-104.673167,3.64,15.81,4.07,12.04,2.15,3.92,12.8,14.51,0.732,0.7907,0.784
516,DENVER INTL,DEN,2152.0,262.0,1975.0,338.0,39.861667,-104.673167,3.93,13.7,3.29,10.27,1.98,3.29,11.25,13.91,0.7617,0.8216,0.804
517,DENVER INTL,DEN,1503.0,232.0,1379.0,254.0,39.861667,-104.673167,3.73,12.59,3.43,9.74,1.33,3.26,10.26,13.91,0.7687,0.8259,0.8134
518,PHILADELPHIA INTL,PHL,1474.0,165.0,1393.0,200.0,39.872249,-75.240866,4.87,19.66,3.39,16.32,1.81,6.13,14.27,18.74,0.6625,0.7404,0.7681
519,PHILADELPHIA INTL,PHL,1116.0,171.0,1083.0,195.0,39.872249,-75.240866,4.4,19.25,3.82,16.72,1.55,6.56,13.74,18.78,0.6711,0.7347,0.7808
520,PHILADELPHIA INTL,PHL,1083.0,85.0,1041.0,168.0,39.872249,-75.240866,4.72,17.15,3.07,13.95,1.67,5.6,12.28,18.5,0.6951,0.7705,0.7969
521,PHILADELPHIA INTL,PHL,1971.0,275.0,1988.0,206.0,39.872249,-75.240866,6.36,22.03,3.72,17.82,1.78,6.56,16.17,19.41,0.6371,0.7279,0.7488
522,PHILADELPHIA INTL,PHL,2191.0,224.0,2190.0,172.0,39.872249,-75.240866,6.41,19.97,3.5,14.13,1.96,7.49,13.4,18.95,0.6507,0.77,0.7824
523,PHILADELPHIA INTL,PHL,1679.0,284.0,1732.0,228.0,39.872249,-75.240866,7.21,23.51,4.65,16.84,2.39,9.44,14.77,20.73,0.5992,0.738,0.767
524,PHILADELPHIA INTL,PHL,1990.0,320.0,1969.0,272.0,39.872249,-75.240866,7.82,23.37,4.28,17.64,2.02,8.42,15.75,20.2,0.604,0.7376,0.7554
525,PHILADELPHIA INTL,PHL,2335.0,388.0,2493.0,275.0,39.872249,-75.240866,7.65,30.2,4.94,20.61,2.31,11.2,19.64,22.09,0.4887,0.6839,0.6878
526,PHILADELPHIA INTL,PHL,1799.0,357.0,1934.0,260.0,39.872249,-75.240866,6.66,27.53,4.7,19.02,2.25,10.81,18.18,21.56,0.5083,0.7007,0.6982
527,PHILADELPHIA INTL,PHL,3182.0,388.0,3268.0,226.0,39.872249,-75.240866,6.22,27.5,4.37,17.98,2.57,9.67,19.11,20.8,0.5215,0.7159,0.6797
528,PHILADELPHIA INTL,PHL,2726.0,419.0,2853.0,247.0,39.872249,-75.240866,7.58,24.85,4.96,16.39,2.44,9.79,16.68,21.38,0.5482,0.7296,0.7136
529,JAMES M COX DAYTON INTL,DAY,404.0,13.0,428.0,27.0,39.902251,-84.21941,1.69,16.44,3.1,16.72,0.84,2.5,14.44,12.77,0.7349,0.7199,0.7732
530,JAMES M COX DAYTON INTL,DAY,305.0,10.0,333.0,20.0,39.902251,-84.21941,1.37,15.85,2.86,15.1,1.07,3.27,13.32,13.46,0.7419,0.7479,0.7947
531,JAMES M COX DAYTON INTL,DAY,240.0,18.0,262.0,28.0,39.902251,-84.21941,1.41,12.36,2.44,12.97,1.04,2.22,10.95,12.61,0.8033,0.776,0.8314
532,JAMES M COX DAYTON INTL,DAY,360.0,30.0,385.0,29.0,39.902251,-84.21941,1.49,13.27,3.05,14.13,0.76,2.57,11.48,12.96,0.7919,0.7664,0.8266
533,JAMES M COX DAYTON INTL,DAY,260.0,26.0,288.0,22.0,39.902251,-84.21941,1.66,13.12,2.92,12.57,0.66,3.56,10.34,13.47,0.7836,0.7888,0.8428
534,JAMES M COX DAYTON INTL,DAY,206.0,27.0,240.0,50.0,39.902251,-84.21941,1.95,13.47,2.8,12.49,0.97,3.16,11.02,12.81,0.7793,0.7846,0.8304
535,JAMES M COX DAYTON INTL,DAY,345.0,26.0,362.0,42.0,39.902251,-84.21941,2.52,15.41,3.08,14.42,0.99,3.66,12.64,13.06,0.7562,0.7574,0.8115
536,JAMES M COX DAYTON INTL,DAY,403.0,20.0,446.0,50.0,39.902251,-84.21941,2.23,14.97,3.02,16.03,1.03,2.81,13.17,12.55,0.7589,0.7326,0.794
537,JAMES M COX DAYTON INTL,DAY,247.0,9.0,238.0,27.0,39.902251,-84.21941,1.61,14.58,2.81,14.39,0.56,2.72,12.91,12.61,0.7528,0.751,0.7851
538,JAMES M COX DAYTON INTL,DAY,354.0,22.0,378.0,31.0,39.902251,-84.21941,1.52,15.58,2.64,14.24,0.96,3.66,13.27,12.83,0.7145,0.7529,0.7608
539,JAMES M COX DAYTON INTL,DAY,385.0,29.0,418.0,35.0,39.902251,-84.21941,1.61,17.18,2.59,14.27,0.58,3.79,14.95,13.53,0.6853,0.7494,0.7263
540,PITTSBURGH INTL,PIT,457.0,31.0,523.0,82.0,40.491472,-80.232861,2.21,15.3,2.8,15.1,1.21,2.37,13.76,12.42,0.7409,0.7498,0.777
541,PITTSBURGH INTL,PIT,376.0,41.0,472.0,65.0,40.491472,-80.232861,2.06,16.1,2.65,14.12,1.23,3.58,13.18,13.52,0.7231,0.7631,0.7887
542,PITTSBURGH INTL,PIT,328.0,40.0,372.0,64.0,40.491472,-80.232861,2.01,13.53,2.26,12.15,1.04,2.63,11.73,12.95,0.7727,0.7883,0.8107
543,PITTSBURGH INTL,PIT,480.0,58.0,527.0,88.0,40.491472,-80.232861,2.6,16.36,3.01,14.32,0.99,2.9,14.26,13.3,0.7329,0.7581,0.7774
544,PITTSBURGH INTL,PIT,653.0,48.0,735.0,106.0,40.491472,-80.232861,2.62,15.28,2.72,12.31,1.02,4.01,12.1,14.34,0.7386,0.7848,0.8088
545,PITTSBURGH INTL,PIT,341.0,65.0,419.0,88.0,40.491472,-80.232861,2.78,15.83,2.66,12.37,1.02,3.49,13.09,14.0,0.7378,0.7865,0.7941
546,PITTSBURGH INTL,PIT,700.0,51.0,759.0,133.0,40.491472,-80.232861,3.14,18.46,3.35,15.01,1.33,3.81,15.41,14.31,0.7052,0.7531,0.7655
547,PITTSBURGH INTL,PIT,1040.0,31.0,1108.0,133.0,40.491472,-80.232861,3.26,17.76,3.58,16.39,1.22,3.7,14.73,14.33,0.7143,0.7296,0.7707
548,PITTSBURGH INTL,PIT,784.0,39.0,847.0,116.0,40.491472,-80.232861,2.79,14.51,3.11,12.72,1.14,3.84,11.72,13.83,0.7602,0.7842,0.809
549,PITTSBURGH INTL,PIT,1155.0,43.0,1076.0,78.0,40.491472,-80.232861,2.99,14.05,2.54,12.06,1.07,3.07,12.07,13.11,0.7615,0.7954,0.7999
550,PITTSBURGH INTL,PIT,1153.0,35.0,1063.0,102.0,40.491472,-80.232861,3.72,13.43,2.49,10.72,0.65,2.68,11.86,13.72,0.7653,0.8164,0.7964
551,JOHN F KENNEDY INTL,JFK,2380.0,389.0,2319.0,209.0,40.639751,-73.778926,4.69,23.83,4.05,17.23,2.61,8.04,16.64,25.1,0.5878,0.7344,0.7373
552,JOHN F KENNEDY INTL,JFK,2007.0,259.0,1962.0,238.0,40.639751,-73.778926,4.21,23.64,3.88,16.85,2.38,8.61,16.09,25.53,0.6038,0.7375,0.7457
553,JOHN F KENNEDY INTL,JFK,1613.0,305.0,1591.0,174.0,40.639751,-73.778926,4.32,21.27,2.97,13.89,2.02,7.55,14.83,24.98,0.6409,0.7819,0.7697
554,JOHN F KENNEDY INTL,JFK,2595.0,400.0,2580.0,241.0,40.639751,-73.778926,5.16,24.82,3.82,17.21,2.55,8.5,17.29,25.98,0.5989,0.7407,0.7393
555,JOHN F KENNEDY INTL,JFK,3849.0,401.0,3797.0,234.0,40.639751,-73.778926,5.09,26.98,4.32,17.39,3.74,10.1,17.87,28.7,0.57,0.739,0.7348
556,JOHN F KENNEDY INTL,JFK,2728.0,375.0,2618.0,307.0,40.639751,-73.778926,5.69,25.05,5.04,17.71,3.63,11.98,14.42,31.07,0.5814,0.7249,0.7784
557,JOHN F KENNEDY INTL,JFK,3200.0,530.0,3196.0,447.0,40.639751,-73.778926,6.38,31.57,6.34,22.66,3.93,14.31,18.44,33.31,0.5042,0.667,0.7343
558,JOHN F KENNEDY INTL,JFK,4089.0,635.0,4102.0,236.0,40.639751,-73.778926,6.63,40.51,7.21,24.92,4.01,18.94,22.68,35.76,0.3808,0.6298,0.6688
559,JOHN F KENNEDY INTL,JFK,1767.0,489.0,1932.0,465.0,40.639751,-73.778926,4.7,33.84,5.99,20.65,3.35,17.12,18.44,32.94,0.4423,0.6704,0.7182
