,AP_NAME,Airport,Arrival Cancellations,Arrival Diversions,Departure Cancellations,Departure Diversions,Latitude,Longitude,average airborne delay,average airport departure delay,average block delay,average gate arrival delay,average taxi in delay,average taxi out delay,average_gate_departure_delay,average_taxi_out_time,percent on-time airport departures,percent on-time gate arrivals,percent on-time gate departures
0,LUIS MUNOZ MARIN INTL,SJU,241.0,31.0,280.0,72.0,18.439295,-66.002004,1.81,13.13,2.93,12.79,1.0,1.88,11.71,12.89,0.7784,0.7815,0.8056
1,LUIS MUNOZ MARIN INTL,SJU,94.0,64.0,127.0,65.0,18.439295,-66.002004,1.78,13.52,2.86,12.96,1.41,2.2,12.31,13.56,0.7808,0.784,0.8058
2,LUIS MUNOZ MARIN INTL,SJU,141.0,41.0,174.0,62.0,18.439295,-66.002004,1.41,10.55,2.89,10.64,1.33,1.82,9.55,13.15,0.8228,0.8181,0.8417
3,LUIS MUNOZ MARIN INTL,SJU,201.0,55.0,240.0,101.0,18.439295,-66.002004,1.45,12.07,3.67,12.28,1.57,1.96,10.86,13.23,0.7934,0.7899,0.8179
4,LUIS MUNOZ MARIN INTL,SJU,207.0,45.0,258.0,82.0,18.439295,-66.002004,1.65,13.0,3.53,13.4,1.32,1.39,12.21,13.04,0.7815,0.7719,0.7967
5,LUIS MUNOZ MARIN INTL,SJU,159.0,58.0,199.0,57.0,18.439295,-66.002004,1.22,12.28,2.88,11.77,0.95,1.43,11.44,13.29,0.8015,0.7999,0.8168
6,LUIS MUNOZ MARIN INTL,SJU,197.0,29.0,238.0,78.0,18.439295,-66.002004,1.64,13.59,3.75,15.18,1.25,1.85,12.54,14.22,0.781,0.7533,0.8004
7,LUIS MUNOZ MARIN INTL,SJU,278.0,42.0,307.0,70.0,18.439295,-66.002004,1.55,14.97,4.09,16.31,1.71,3.16,12.53,15.22,0.7522,0.7414,0.8014
8,LUIS MUNOZ MARIN INTL,SJU,233.0,44.0,257.0,63.0,18.439295,-66.002004,1.73,14.34,4.19,14.17,1.29,4.28,11.61,15.75,0.7446,0.7611,0.8054
9,LUIS MUNOZ MARIN INTL,SJU,282.0,36.0,315.0,64.0,18.439295,-66.002004,1.63,14.43,4.04,14.65,1.36,3.03,12.74,14.14,0.7464,0.7604,0.7789
10,LUIS MUNOZ MARIN INTL,SJU,289.0,28.0,330.0,55.0,18.439295,-66.002004,1.88,12.43,3.39,12.28,0.79,2.27,11.19,13.84,0.7794,0.7984,0.8019
11,KAHULUI,OGG,85.0,35.0,114.0,34.0,20.89865,-156.430458,1.71,6.44,3.85,7.18,0.87,1.39,5.8,8.58,0.8881,0.8784,0.9007
12,KAHULUI,OGG,168.0,39.0,210.0,40.0,20.89865,-156.430458,1.01,8.0,3.48,8.36,1.01,1.53,7.26,8.64,0.8743,0.8589,0.8871
13,KAHULUI,OGG,91.0,37.0,125.0,48.0,20.89865,-156.430458,0.95,7.21,3.51,7.48,0.9,1.51,6.47,8.59,0.8883,0.8747,0.9
14,KAHULUI,OGG,106.0,27.0,139.0,23.0,20.89865,-156.430458,1.24,6.85,3.18,7.25,0.62,1.46,6.12,8.61,0.8974,0.8803,0.9097
15,KAHULUI,OGG,80.0,27.0,116.0,19.0,20.89865,-156.430458,1.43,6.54,3.94,7.15,0.75,1.56,5.81,8.47,0.8901,0.8718,0.9029
16,KAHULUI,OGG,80.0,18.0,106.0,20.0,20.89865,-156.430458,1.51,6.9,3.64,7.12,0.68,1.28,6.28,8.01,0.8853,0.8749,0.8957
17,KAHULUI,OGG,258.0,22.0,287.0,24.0,20.89865,-156.430458,1.86,10.54,3.52,8.6,0.93,1.56,9.61,7.79,0.8593,0.8606,0.8755
18,KAHULUI,OGG,190.0,16.0,223.0,10.0,20.89865,-156.430458,2.63,7.9,3.15,7.89,0.62,1.04,7.57,7.52,0.8836,0.8719,0.8871
19,KAHULUI,OGG,257.0,18.0,292.0,22.0,20.89865,-156.430458,2.9,6.89,3.7,8.01,0.82,1.05,6.69,7.75,0.8807,0.8596,0.882
20,KAHULUI,OGG,24.0,16.0,42.0,16.0,20.89865,-156.430458,3.52,7.78,4.21,9.85,1.26,0.76,7.89,8.28,0.8669,0.8337,0.8639
21,KAHULUI,OGG,45.0,16.0,63.0,33.0,20.89865,-156.430458,4.59,7.71,3.37,9.78,0.54,0.46,8.23,7.85,0.8773,0.847,0.8645
22,HONOLULU INTL,HNL,166.0,78.0,179.0,64.0,21.318681,-157.922429,1.91,7.84,3.5,8.22,1.17,2.31,6.45,13.52,0.86,0.8577,0.8882
23,HONOLULU INTL,HNL,457.0,52.0,448.0,57.0,21.318681,-157.922429,1.64,9.3,3.28,9.23,1.3,2.27,7.96,13.32,0.8479,0.8504,0.8734
24,HONOLULU INTL,HNL,269.0,62.0,258.0,55.0,21.318681,-157.922429,1.49,8.67,3.22,8.0,1.32,2.24,7.32,13.0,0.8523,0.8629,0.8791
25,HONOLULU INTL,HNL,361.0,54.0,369.0,56.0,21.318681,-157.922429,1.79,8.09,3.35,7.99,1.09,1.96,7.0,12.66,0.8611,0.8678,0.8815
26,HONOLULU INTL,HNL,214.0,70.0,225.0,70.0,21.318681,-157.922429,1.99,8.28,4.37,8.91,1.62,2.26,6.95,12.65,0.8535,0.8461,0.8789
27,HONOLULU INTL,HNL,260.0,83.0,250.0,58.0,21.318681,-157.922429,1.88,8.95,4.24,9.04,1.47,2.25,7.5,12.35,0.8394,0.8452,0.8678
28,HONOLULU INTL,HNL,484.0,50.0,463.0,47.0,21.318681,-157.922429,2.11,9.48,3.56,10.0,1.25,2.02,8.23,11.9,0.8433,0.8411,0.8652
29,HONOLULU INTL,HNL,416.0,43.0,407.0,23.0,21.318681,-157.922429,2.38,8.11,2.95,9.14,0.81,1.36,7.77,11.93,0.8823,0.8633,0.8858
30,HONOLULU INTL,HNL,568.0,53.0,608.0,20.0,21.318681,-157.922429,2.59,7.75,3.47,8.55,0.87,1.63,7.2,12.37,0.879,0.8495,0.8861
31,HONOLULU INTL,HNL,81.0,49.0,92.0,26.0,21.318681,-157.922429,2.73,10.5,3.68,10.19,1.65,0.8,10.75,12.79,0.8734,0.8282,0.8672
32,HONOLULU INTL,HNL,89.0,41.0,96.0,33.0,21.318681,-157.922429,3.51,11.37,4.15,10.69,0.86,1.17,11.26,14.96,0.8664,0.836,0.8673
33,MIAMI INTL,MIA,948.0,337.0,835.0,283.0,25.795361,-80.290111,2.8,17.44,3.81,14.61,2.4,4.28,14.23,17.11,0.7172,0.7825,0.7783
34,MIAMI INTL,MIA,596.0,203.0,564.0,270.0,25.795361,-80.290111,2.17,17.44,3.2,14.02,2.35,3.68,14.58,16.41,0.7153,0.7821,0.7684
35,MIAMI INTL,MIA,960.0,237.0,921.0,247.0,25.795361,-80.290111,2.21,19.61,3.31,14.94,2.56,3.5,16.92,16.25,0.6962,0.7651,0.7445
36,MIAMI INTL,MIA,1522.0,278.0,1458.0,372.0,25.795361,-80.290111,2.59,20.51,3.43,14.36,2.25,3.43,17.8,16.2,0.6871,0.7666,0.735
37,MIAMI INTL,MIA,1079.0,177.0,1079.0,233.0,25.795361,-80.290111,2.86,21.14,3.86,15.25,2.85,3.54,18.32,16.13,0.6765,0.7521,0.7268
38,MIAMI INTL,MIA,570.0,185.0,572.0,221.0,25.795361,-80.290111,3.05,21.25,4.73,17.31,2.87,3.03,18.89,15.7,0.6763,0.7213,0.7137
39,MIAMI INTL,MIA,795.0,131.0,787.0,176.0,25.795361,-80.290111,2.9,23.01,5.23,20.97,2.86,3.37,20.11,16.0,0.6571,0.6766,0.7026
40,MIAMI INTL,MIA,849.0,120.0,844.0,185.0,25.795361,-80.290111,1.94,22.27,4.21,19.91,2.53,3.49,19.39,15.76,0.6584,0.6889,0.7052
41,MIAMI INTL,MIA,751.0,151.0,748.0,175.0,25.795361,-80.290111,2.22,19.22,3.89,16.12,2.37,3.44,16.66,15.92,0.7075,0.7422,0.7484
42,MIAMI INTL,MIA,1448.0,164.0,1483.0,188.0,25.795361,-80.290111,2.53,20.6,4.46,16.64,2.74,3.59,18.06,15.95,0.68,0.7242,0.722
43,MIAMI INTL,MIA,1163.0,108.0,1215.0,128.0,25.795361,-80.290111,2.14,17.01,3.83,14.57,2.28,3.01,15.18,16.39,0.7282,0.7661,0.7605
44,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,894.0,157.0,875.0,206.0,26.072596,-80.152741,2.43,19.36,3.88,15.53,1.21,3.58,16.55,15.94,0.6799,0.7434,0.729
45,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,401.0,206.0,410.0,219.0,26.072596,-80.152741,2.26,20.12,3.9,16.12,1.15,4.47,16.57,16.74,0.6766,0.7342,0.7426
46,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,500.0,166.0,537.0,182.0,26.072596,-80.152741,2.06,18.71,3.27,14.17,0.93,4.3,15.41,16.12,0.7149,0.7693,0.7756
47,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,745.0,128.0,767.0,206.0,26.072596,-80.152741,2.08,17.8,3.46,14.28,1.12,4.16,14.5,15.87,0.7049,0.7647,0.7665
48,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,733.0,126.0,750.0,202.0,26.072596,-80.152741,3.04,16.71,3.21,13.67,1.06,3.24,14.17,15.13,0.7276,0.7713,0.772
49,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,376.0,128.0,381.0,225.0,26.072596,-80.152741,2.95,16.81,3.67,13.33,1.29,3.68,14.02,15.75,0.7213,0.7719,0.7687
50,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,500.0,197.0,542.0,235.0,26.072596,-80.152741,2.8,19.63,4.13,16.04,1.21,4.77,15.67,16.59,0.6863,0.7326,0.755
51,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,674.0,130.0,709.0,232.0,26.072596,-80.152741,2.56,19.4,3.68,16.31,1.24,4.45,15.62,15.72,0.6724,0.7247,0.7411
52,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,501.0,121.0,526.0,238.0,26.072596,-80.152741,3.58,15.92,3.22,12.77,1.04,3.83,13.13,15.28,0.7279,0.7762,0.7736
53,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,1302.0,187.0,1367.0,205.0,26.072596,-80.152741,3.67,20.96,4.13,16.34,1.2,5.4,16.6,16.78,0.6436,0.7197,0.7194
54,FORT LAUDERDALE/HOLLYWOOD INTL,FLL,963.0,124.0,987.0,199.0,26.072596,-80.152741,3.5,16.89,3.83,14.38,0.93,4.67,13.27,16.27,0.7044,0.7454,0.7699
55,SOUTHWEST FLORIDA INTL,RSW,350.0,82.0,384.0,92.0,26.536167,-81.755167,2.61,15.67,3.93,14.58,1.02,2.45,13.91,12.31,0.7525,0.7558,0.7816
56,SOUTHWEST FLORIDA INTL,RSW,138.0,59.0,156.0,76.0,26.536167,-81.755167,2.19,13.25,3.88,12.59,1.03,2.34,11.66,12.21,0.788,0.7735,0.8139
57,SOUTHWEST FLORIDA INTL,RSW,165.0,43.0,189.0,48.0,26.536167,-81.755167,2.13,10.33,3.24,10.36,0.88,2.24,8.99,11.97,0.8297,0.811,0.8523
58,SOUTHWEST FLORIDA INTL,RSW,241.0,73.0,296.0,88.0,26.536167,-81.755167,2.28,12.89,3.67,12.27,0.94,2.42,11.34,12.13,0.7929,0.7812,0.8199
59,SOUTHWEST FLORIDA INTL,RSW,323.0,57.0,347.0,64.0,26.536167,-81.755167,2.46,12.01,3.58,11.72,0.86,2.23,10.55,11.97,0.81,0.7882,0.833
60,SOUTHWEST FLORIDA INTL,RSW,140.0,40.0,163.0,80.0,26.536167,-81.755167,2.3,11.86,3.7,11.06,0.75,2.2,10.47,11.98,0.8077,0.7976,0.8298
61,SOUTHWEST FLORIDA INTL,RSW,220.0,67.0,250.0,79.0,26.536167,-81.755167,2.05,13.54,4.4,13.18,0.54,2.21,12.09,12.21,0.7892,0.7679,0.8106
62,SOUTHWEST FLORIDA INTL,RSW,231.0,48.0,247.0,79.0,26.536167,-81.755167,2.62,15.27,4.86,14.86,1.41,2.64,13.44,12.63,0.7528,0.7281,0.7825
63,SOUTHWEST FLORIDA INTL,RSW,152.0,70.0,179.0,89.0,26.536167,-81.755167,2.49,13.94,4.82,13.96,1.79,2.44,12.31,12.88,0.7687,0.7364,0.7949
64,SOUTHWEST FLORIDA INTL,RSW,331.0,34.0,349.0,63.0,26.536167,-81.755167,2.1,14.55,4.89,14.91,1.6,2.76,12.86,13.46,0.7557,0.7208,0.7828
65,SOUTHWEST FLORIDA INTL,RSW,230.0,56.0,270.0,48.0,26.536167,-81.755167,1.64,11.69,3.39,13.63,0.82,2.09,10.72,12.93,0.8101,0.756,0.8228
66,PALM BEACH INTL,PBI,414.0,56.0,429.0,88.0,26.683167,-80.095583,2.93,20.42,5.03,20.17,0.78,2.21,18.58,13.11,0.6297,0.6439,0.6586
67,PALM BEACH INTL,PBI,159.0,40.0,164.0,79.0,26.683167,-80.095583,2.2,19.45,4.18,18.01,0.64,2.2,17.67,13.02,0.6426,0.662,0.6705
68,PALM BEACH INTL,PBI,201.0,54.0,218.0,58.0,26.683167,-80.095583,2.13,16.4,3.39,15.79,0.75,2.49,14.72,12.94,0.6917,0.7044,0.7188
69,PALM BEACH INTL,PBI,344.0,47.0,380.0,102.0,26.683167,-80.095583,1.96,17.2,3.61,16.5,0.65,2.35,15.65,12.62,0.6872,0.6989,0.7117
70,PALM BEACH INTL,PBI,454.0,54.0,478.0,78.0,26.683167,-80.095583,1.96,17.02,3.76,16.68,0.76,2.25,15.53,12.52,0.6927,0.6965,0.7167
71,PALM BEACH INTL,PBI,193.0,56.0,222.0,88.0,26.683167,-80.095583,1.78,17.76,4.3,16.59,0.75,2.52,16.04,12.71,0.6857,0.6971,0.7105
72,PALM BEACH INTL,PBI,238.0,44.0,255.0,118.0,26.683167,-80.095583,2.35,19.21,5.02,18.72,0.89,2.54,17.29,13.0,0.6686,0.6665,0.6972
73,PALM BEACH INTL,PBI,359.0,42.0,361.0,116.0,26.683167,-80.095583,2.71,18.71,4.64,18.65,0.87,2.99,16.42,13.26,0.6576,0.6611,0.6927
74,PALM BEACH INTL,PBI,171.0,31.0,205.0,106.0,26.683167,-80.095583,2.37,17.54,4.01,16.47,0.8,3.17,15.15,13.13,0.6656,0.6858,0.7026
75,PALM BEACH INTL,PBI,398.0,48.0,415.0,87.0,26.683167,-80.095583,3.19,18.29,4.82,18.74,0.76,2.78,16.2,12.58,0.655,0.6567,0.6871
76,PALM BEACH INTL,PBI,416.0,26.0,416.0,80.0,26.683167,-80.095583,3.02,14.74,4.16,16.45,0.44,2.75,12.92,12.81,0.7109,0.6915,0.7396
77,TAMPA INTL,TPA,691.0,163.0,723.0,183.0,27.975472,-82.53325,2.24,15.97,3.53,14.87,0.88,2.39,14.33,12.0,0.7454,0.7536,0.7726
78,TAMPA INTL,TPA,301.0,118.0,326.0,152.0,27.975472,-82.53325,1.63,13.39,3.0,12.66,0.87,2.36,11.9,11.86,0.775,0.7774,0.7997
79,TAMPA INTL,TPA,411.0,132.0,450.0,131.0,27.975472,-82.53325,1.53,11.88,2.57,11.3,0.85,2.19,10.51,11.69,0.8096,0.808,0.8322
80,TAMPA INTL,TPA,622.0,137.0,667.0,176.0,27.975472,-82.53325,1.66,12.19,2.53,11.51,0.75,2.42,10.6,11.93,0.8054,0.8044,0.8296
81,TAMPA INTL,TPA,655.0,140.0,709.0,157.0,27.975472,-82.53325,1.86,13.21,2.68,11.65,0.94,3.03,11.02,12.45,0.7775,0.7988,0.8121
82,TAMPA INTL,TPA,307.0,102.0,349.0,201.0,27.975472,-82.53325,1.08,12.64,3.0,11.51,0.74,2.59,10.86,12.05,0.7875,0.7965,0.8154
83,TAMPA INTL,TPA,654.0,182.0,727.0,194.0,27.975472,-82.53325,1.3,14.37,3.7,13.76,0.89,2.85,12.39,12.19,0.7684,0.7672,0.7983
84,TAMPA INTL,TPA,655.0,121.0,705.0,186.0,27.975472,-82.53325,2.19,14.49,3.51,14.26,0.89,2.78,12.55,12.03,0.762,0.7542,0.7903
85,TAMPA INTL,TPA,356.0,189.0,427.0,197.0,27.975472,-82.53325,2.48,12.7,3.0,11.87,0.93,2.87,10.78,12.13,0.7871,0.7869,0.8129
86,TAMPA INTL,TPA,746.0,103.0,771.0,212.0,27.975472,-82.53325,2.58,13.76,3.52,12.84,1.03,3.12,11.39,12.17,0.7656,0.7696,0.7996
87,TAMPA INTL,TPA,1016.0,139.0,1167.0,154.0,27.975472,-82.53325,2.24,11.53,3.1,11.3,0.7,2.39,9.85,11.88,0.8023,0.7921,0.8245
88,ORLANDO INTL,MCO,1251.0,311.0,1249.0,344.0,28.429394,-81.308993,2.13,18.46,3.91,15.16,2.16,3.69,15.69,13.81,0.7096,0.7571,0.7548
89,ORLANDO INTL,MCO,599.0,199.0,611.0,301.0,28.429394,-81.308993,1.44,15.86,3.49,13.42,2.25,3.29,13.52,13.34,0.7416,0.774,0.7822
90,ORLANDO INTL,MCO,730.0,176.0,767.0,253.0,28.429394,-81.308993,1.37,13.67,2.96,11.43,2.11,3.58,11.15,13.4,0.7796,0.8053,0.8222
91,ORLANDO INTL,MCO,1178.0,235.0,1224.0,360.0,28.429394,-81.308993,1.25,14.98,3.34,12.36,2.27,3.67,12.3,13.45,0.7627,0.7927,0.806
92,ORLANDO INTL,MCO,1125.0,174.0,1167.0,319.0,28.429394,-81.308993,1.44,14.52,3.07,11.88,2.15,3.44,12.0,13.05,0.758,0.7947,0.7997
93,ORLANDO INTL,MCO,625.0,201.0,662.0,332.0,28.429394,-81.308993,1.25,13.81,3.4,11.79,1.9,3.1,11.62,12.9,0.7739,0.7967,0.8077
94,ORLANDO INTL,MCO,1020.0,227.0,1083.0,397.0,28.429394,-81.308993,1.61,16.22,4.01,13.96,1.73,3.67,13.44,13.58,0.7431,0.7661,0.7857
95,ORLANDO INTL,MCO,1087.0,177.0,1153.0,339.0,28.429394,-81.308993,3.04,16.74,3.69,14.19,1.81,3.99,13.67,13.65,0.7269,0.7575,0.776
96,ORLANDO INTL,MCO,721.0,171.0,784.0,288.0,28.429394,-81.308993,2.83,14.49,3.02,11.99,1.52,3.27,12.02,13.03,0.7546,0.7902,0.7929
97,ORLANDO INTL,MCO,817.0,157.0,856.0,281.0,28.429394,-81.308993,2.74,14.6,3.57,13.07,1.3,2.85,12.54,12.95,0.7546,0.7699,0.7837
98,ORLANDO INTL,MCO,2190.0,139.0,2240.0,218.0,28.429394,-81.308993,2.42,13.62,3.42,11.94,1.45,3.74,10.76,13.83,0.7698,0.7847,0.8138
99,SAN ANTONIO INTL,SAT,389.0,84.0,458.0,80.0,29.533694,-98.469778,2.17,14.86,2.84,15.2,1.02,2.07,13.55,11.07,0.7356,0.7323,0.7601
100,SAN ANTONIO INTL,SAT,330.0,88.0,386.0,70.0,29.533694,-98.469778,1.68,13.44,2.66,13.21,0.86,2.15,12.12,11.14,0.76,0.7557,0.782
101,SAN ANTONIO INTL,SAT,243.0,65.0,303.0,64.0,29.533694,-98.469778,1.69,12.58,2.45,11.76,1.1,2.74,10.82,11.39,0.7789,0.784,0.8082
102,SAN ANTONIO INTL,SAT,373.0,59.0,418.0,97.0,29.533694,-98.469778,1.71,12.81,2.25,11.94,0.97,2.63,11.09,11.22,0.7782,0.7862,0.8078
103,SAN ANTONIO INTL,SAT,292.0,72.0,316.0,77.0,29.533694,-98.469778,2.36,12.98,2.45,13.12,0.92,2.1,11.64,10.57,0.7721,0.764,0.7948
104,SAN ANTONIO INTL,SAT,207.0,61.0,253.0,93.0,29.533694,-98.469778,2.66,12.29,2.55,12.23,0.8,1.95,11.05,10.55,0.7851,0.7788,0.8059
105,SAN ANTONIO INTL,SAT,505.0,40.0,542.0,99.0,29.533694,-98.469778,2.56,14.01,3.14,14.02,0.94,2.58,12.26,11.2,0.7636,0.7442,0.7904
106,SAN ANTONIO INTL,SAT,660.0,113.0,721.0,99.0,29.533694,-98.469778,3.28,15.21,3.63,15.26,0.95,2.66,13.35,11.11,0.7403,0.7189,0.7702
107,SAN ANTONIO INTL,SAT,410.0,44.0,474.0,94.0,29.533694,-98.469778,2.75,13.42,3.03,13.31,0.85,2.42,11.92,10.51,0.7691,0.7511,0.7895
108,SAN ANTONIO INTL,SAT,502.0,31.0,525.0,66.0,29.533694,-98.469778,2.67,12.83,2.79,12.23,0.97,2.36,11.22,10.08,0.7735,0.7637,0.7943
109,SAN ANTONIO INTL,SAT,499.0,52.0,555.0,51.0,29.533694,-98.469778,2.88,13.48,3.35,13.0,0.68,2.37,11.87,9.97,0.7684,0.751,0.7849
110,WILLIAM P HOBBY,HOU,980.0,153.0,955.0,145.0,29.645419,-95.278889,2.11,20.22,3.0,15.8,1.73,2.3,18.51,9.72,0.6237,0.7159,0.6526
111,WILLIAM P HOBBY,HOU,553.0,117.0,540.0,117.0,29.645419,-95.278889,1.29,18.16,2.46,13.19,1.71,2.16,16.24,9.41,0.6321,0.7436,0.6686
112,WILLIAM P HOBBY,HOU,609.0,138.0,594.0,120.0,29.645419,-95.278889,1.33,15.88,1.92,10.77,1.49,1.87,14.35,9.12,0.6964,0.7963,0.7228
113,WILLIAM P HOBBY,HOU,887.0,85.0,868.0,122.0,29.645419,-95.278889,1.37,16.83,1.93,12.07,1.46,1.8,15.4,9.03,0.6824,0.779,0.7082
114,WILLIAM P HOBBY,HOU,842.0,170.0,864.0,102.0,29.645419,-95.278889,1.86,17.73,2.16,12.07,1.86,2.16,16.07,9.29,0.6558,0.7649,0.6841
115,WILLIAM P HOBBY,HOU,808.0,240.0,844.0,105.0,29.645419,-95.278889,2.41,15.48,2.0,11.13,1.5,1.73,14.27,8.92,0.7209,0.7915,0.7383
116,WILLIAM P HOBBY,HOU,1554.0,215.0,1584.0,104.0,29.645419,-95.278889,4.13,17.36,2.61,13.83,1.3,2.41,15.53,9.39,0.6879,0.75,0.7152
117,WILLIAM P HOBBY,HOU,951.0,265.0,940.0,114.0,29.645419,-95.278889,5.5,18.35,2.93,14.8,1.21,2.42,16.37,9.25,0.6714,0.7303,0.7014
118,WILLIAM P HOBBY,HOU,1043.0,176.0,1009.0,80.0,29.645419,-95.278889,5.25,16.5,2.46,13.16,1.09,1.68,15.18,8.69,0.6939,0.7515,0.7085
119,WILLIAM P HOBBY,HOU,1224.0,257.0,1289.0,163.0,29.645419,-95.278889,5.45,16.17,2.48,12.48,1.05,2.52,13.98,9.38,0.7055,0.7628,0.7235
120,WILLIAM P HOBBY,HOU,1186.0,217.0,1238.0,114.0,29.645419,-95.278889,5.35,15.34,2.58,12.23,0.92,2.26,13.61,8.95,0.7156,0.7639,0.728
121,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,4297.0,625.0,3744.0,576.0,29.984444,-95.341444,2.65,18.98,3.79,15.19,2.57,4.98,14.92,16.62,0.6729,0.7649,0.754
122,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2280.0,499.0,1894.0,511.0,29.984444,-95.341444,1.71,17.05,3.08,13.06,2.2,4.37,13.62,15.93,0.7058,0.7929,0.7753
123,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2168.0,530.0,1898.0,469.0,29.984444,-95.341444,2.07,18.43,3.09,13.28,2.41,5.12,14.18,16.44,0.674,0.7915,0.7671
124,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2364.0,463.0,2105.0,527.0,29.984444,-95.341444,2.44,15.52,3.94,12.38,2.26,4.84,11.6,16.52,0.7179,0.7943,0.8034
125,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,1484.0,544.0,1375.0,486.0,29.984444,-95.341444,2.66,13.73,4.48,11.27,1.99,4.26,10.37,16.05,0.7483,0.8066,0.8211
126,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,1333.0,768.0,1249.0,510.0,29.984444,-95.341444,2.96,13.79,4.3,11.34,2.29,5.36,9.42,17.48,0.7503,0.8127,0.8416
127,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,3366.0,769.0,3261.0,508.0,29.984444,-95.341444,3.54,16.37,4.23,14.04,2.42,5.0,12.2,18.07,0.7205,0.7854,0.8003
128,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2166.0,1174.0,2033.0,518.0,29.984444,-95.341444,3.47,18.14,4.4,14.45,2.9,5.73,13.19,19.69,0.6935,0.7757,0.786
129,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2500.0,1539.0,2374.0,577.0,29.984444,-95.341444,3.53,18.86,5.41,13.91,3.21,7.67,12.51,21.28,0.6599,0.7757,0.7952
130,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,3545.0,766.0,3426.0,426.0,29.984444,-95.341444,3.53,14.84,4.75,10.7,2.32,7.34,9.05,20.32,0.7184,0.8178,0.8442
131,GEORGE BUSH INTERCONTINENTAL/HOUSTON,IAH,2010.0,885.0,1825.0,344.0,29.984444,-95.341444,3.37,16.32,5.42,11.19,3.81,9.56,8.39,21.45,0.6809,0.8084,0.8607
132,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,530.0,102.0,595.0,85.0,29.993389,-90.258028,1.95,14.87,2.74,14.28,1.16,2.11,13.57,10.56,0.751,0.7516,0.7739
133,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,297.0,69.0,328.0,87.0,29.993389,-90.258028,1.72,13.12,2.69,13.0,1.18,2.13,11.84,10.42,0.7732,0.7647,0.7943
134,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,518.0,78.0,568.0,55.0,29.993389,-90.258028,1.67,11.61,2.37,10.98,1.2,2.02,10.37,10.42,0.8059,0.7955,0.8259
135,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,358.0,46.0,406.0,91.0,29.993389,-90.258028,1.96,11.85,2.51,11.31,1.17,2.1,10.53,10.57,0.8,0.7925,0.8221
136,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,356.0,68.0,401.0,78.0,29.993389,-90.258028,2.01,12.18,2.6,11.27,1.28,2.28,10.66,10.73,0.7898,0.7903,0.8169
137,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,178.0,53.0,204.0,85.0,29.993389,-90.258028,1.99,11.7,2.87,11.45,1.14,2.37,10.13,10.69,0.8067,0.7907,0.8332
138,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,772.0,61.0,814.0,98.0,29.993389,-90.258028,2.08,13.86,3.22,13.35,0.96,2.38,12.23,10.57,0.7735,0.7627,0.7991
139,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,342.0,43.0,380.0,77.0,29.993389,-90.258028,2.2,15.01,3.44,14.9,1.06,2.73,13.05,10.83,0.7538,0.7343,0.7853
140,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,245.0,42.0,275.0,74.0,29.993389,-90.258028,2.05,14.36,3.19,13.59,0.8,2.46,12.68,10.55,0.7574,0.7497,0.7809
141,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,1557.0,256.0,1714.0,97.0,29.993389,-90.258028,2.73,14.15,3.38,13.94,1.35,2.58,12.41,10.28,0.7617,0.7424,0.7815
142,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,659.0,155.0,755.0,136.0,29.993389,-90.258028,2.34,11.77,3.05,12.09,0.82,2.14,10.41,10.01,0.8019,0.7721,0.8166
143,AUSTIN-BERGSTROM INTL,AUS,435.0,97.0,484.0,88.0,30.194528,-97.669889,2.25,15.59,2.88,16.2,1.08,2.06,14.16,11.76,0.7382,0.7222,0.7627
144,AUSTIN-BERGSTROM INTL,AUS,318.0,80.0,390.0,84.0,30.194528,-97.669889,1.8,14.85,3.04,16.35,1.19,2.33,13.25,11.8,0.7433,0.7261,0.7716
